,Primary School,Primary Distance,Primary Latitude,Primary Longitude
BT BATOK ST 25 BLK 289C,KEMING PRIMARY SCHOOL,454.9237897,1.3454147,103.7562455
JELAPANG RD BLK 505,GREENRIDGE PRIMARY SCHOOL,168.0196361,1.3856591,103.7679301
JELAPANG RD BLK 531,GREENRIDGE PRIMARY SCHOOL,430.8416289,1.3856591,103.7679301
JELAPANG RD BLK 532,GREENRIDGE PRIMARY SCHOOL,370.9280313,1.3856591,103.7679301
CHOA CHU KANG AVE 3 BLK 471,CONCORD PRIMARY SCHOOL,188.1853643,1.380347,103.7363383
HOUGANG AVE 9 BLK 924,HOUGANG PRIMARY SCHOOL,222.4570549,1.3780264,103.8808703
HOUGANG ST 91 BLK 927,HOUGANG PRIMARY SCHOOL,151.5001541,1.3780264,103.8808703
HOUGANG ST 92 BLK 943,XINMIN PRIMARY SCHOOL,403.690523,1.371371,103.883074
HOUGANG ST 92 BLK 945,XINMIN PRIMARY SCHOOL,401.3134149,1.371371,103.883074
TOH GUAN RD BLK 268,YUHUA PRIMARY SCHOOL,476.0593026,1.3429774,103.7409109
TOH GUAN RD BLK 273,YUHUA PRIMARY SCHOOL,487.7581638,1.3429774,103.7409109
JURONG WEST ST 61 BLK 643,JURONG WEST PRIMARY SCHOOL,358.8013901,1.339037,103.698854
CAMBRIDGE RD BLK 37,ST. JOSEPH'S INSTITUTION JUNIOR,397.8110108,1.3174712,103.8458457
HOLLAND CL BLK 5,CHIJ (KELLOCK),805.0304985,1.3017009,103.800518
CANBERRA RD BLK 302,SEMBAWANG PRIMARY SCHOOL,207.3391959,1.4453649,103.8210452
CANBERRA RD BLK 305,SEMBAWANG PRIMARY SCHOOL,82.06761765,1.4453649,103.8210452
CANBERRA RD BLK 308,SEMBAWANG PRIMARY SCHOOL,114.7590218,1.4453649,103.8210452
SEMBAWANG CRES BLK 337,CANBERRA PRIMARY SCHOOL,530.8462967,1.450997,103.8155405
SEMBAWANG VISTA BLK 315,SEMBAWANG PRIMARY SCHOOL,174.7303817,1.4453649,103.8210452
SEMBAWANG VISTA BLK 316,SEMBAWANG PRIMARY SCHOOL,124.3634285,1.4453649,103.8210452
SERANGOON AVE 2 BLK 232A,ZHONGHUA PRIMARY SCHOOL,602.8288328,1.3596293,103.8694721
WOODLANDS DR 60 BLK 769,RIVERSIDE PRIMARY SCHOOL,337.5958597,1.447201,103.8017893
WOODLANDS DR 60 BLK 771,RIVERSIDE PRIMARY SCHOOL,399.1284334,1.447201,103.8017893
WOODLANDS RING RD BLK 628A,WOODLANDS RING PRIMARY SCHOOL,347.7553998,1.4345519,103.7978994
JELAPANG RD BLK 529,GREENRIDGE PRIMARY SCHOOL,381.0439263,1.3856591,103.7679301
CHOA CHU KANG AVE 3 BLK 473,CONCORD PRIMARY SCHOOL,195.3029057,1.380347,103.7363383
HOUGANG ST 92 BLK 942,XINMIN PRIMARY SCHOOL,361.3476792,1.371371,103.883074
HOUGANG ST 92 BLK 944,HOUGANG PRIMARY SCHOOL,413.7243856,1.3780264,103.8808703
HO CHING RD BLK 115,LAKESIDE PRIMARY SCHOOL,892.9758759,1.3384626,103.718147
GEYLANG BAHRU BLK 60,BENDEMEER PRIMARY SCHOOL,471.3656159,1.3221999,103.8650726
CANBERRA RD BLK 300,SEMBAWANG PRIMARY SCHOOL,216.9840259,1.4453649,103.8210452
CANBERRA RD BLK 304,SEMBAWANG PRIMARY SCHOOL,100.499588,1.4453649,103.8210452
CANBERRA RD BLK 309,SEMBAWANG PRIMARY SCHOOL,158.006171,1.4453649,103.8210452
SEMBAWANG CRES BLK 325,SEMBAWANG PRIMARY SCHOOL,297.6787868,1.4453649,103.8210452
SEMBAWANG CRES BLK 326,SEMBAWANG PRIMARY SCHOOL,221.9562583,1.4453649,103.8210452
SEMBAWANG CRES BLK 327,SEMBAWANG PRIMARY SCHOOL,232.3946929,1.4453649,103.8210452
SEMBAWANG CRES BLK 328,SEMBAWANG PRIMARY SCHOOL,163.0881479,1.4453649,103.8210452
SEMBAWANG VISTA BLK 317,SEMBAWANG PRIMARY SCHOOL,94.6990959,1.4453649,103.8210452
SEMBAWANG VISTA BLK 318,SEMBAWANG PRIMARY SCHOOL,171.99915,1.4453649,103.8210452
COMPASSVALE WALK BLK 234,SENG KANG PRIMARY SCHOOL,149.9086495,1.3894174,103.8998085
RIVERVALE ST BLK 140,NORTH SPRING PRIMARY SCHOOL,268.148127,1.386881,103.903609
WOODLANDS AVE 4 BLK 610,WOODLANDS RING PRIMARY SCHOOL,196.9136266,1.4345519,103.7978994
WOODLANDS DR 14 BLK 501,WOODGROVE PRIMARY SCHOOL,162.9063593,1.4333246,103.7905773
WOODLANDS DR 60 BLK 770,RIVERSIDE PRIMARY SCHOOL,362.6483782,1.447201,103.8017893
WOODLANDS DR 60 BLK 772,RIVERSIDE PRIMARY SCHOOL,399.6985882,1.447201,103.8017893
WOODLANDS DR 62 BLK 684C,GREENWOOD PRIMARY SCHOOL,197.6027654,1.43985,103.804609
WOODLANDS RING RD BLK 643,GREENWOOD PRIMARY SCHOOL,404.5564584,1.43985,103.804609
WOODLANDS RING RD BLK 606,WOODLANDS RING PRIMARY SCHOOL,258.662487,1.4345519,103.7978994
WOODLANDS RING RD BLK 609,WOODLANDS RING PRIMARY SCHOOL,247.6424369,1.4345519,103.7978994
WOODLANDS RING RD BLK 611,WOODLANDS RING PRIMARY SCHOOL,162.4619613,1.4345519,103.7978994
BT BATOK ST 25 BLK 288E,KEMING PRIMARY SCHOOL,307.9506167,1.3454147,103.7562455
CHOA CHU KANG AVE 3 BLK 469,CONCORD PRIMARY SCHOOL,292.6237759,1.380347,103.7363383
CHOA CHU KANG AVE 3 BLK 470,CONCORD PRIMARY SCHOOL,248.0536603,1.380347,103.7363383
CHOA CHU KANG CRES BLK 669,UNITY PRIMARY SCHOOL,112.4713929,1.403245,103.74729
CIRCUIT RD BLK 68,CANOSSA CONVENT PRIMARY SCHOOL,699.3923844,1.3265573,103.8818876
HOUGANG AVE 9 BLK 962,HOUGANG PRIMARY SCHOOL,288.3048073,1.3780264,103.8808703
TOH GUAN RD BLK 270,YUHUA PRIMARY SCHOOL,587.5651584,1.3429774,103.7409109
TOH GUAN RD BLK 271,YUHUA PRIMARY SCHOOL,614.001942,1.3429774,103.7409109
CORPORATION DR BLK 349,LAKESIDE PRIMARY SCHOOL,138.5686789,1.3384626,103.718147
CANBERRA RD BLK 303,SEMBAWANG PRIMARY SCHOOL,160.8690266,1.4453649,103.8210452
SEMBAWANG CL BLK 322,SEMBAWANG PRIMARY SCHOOL,306.5270023,1.4453649,103.8210452
SEMBAWANG DR BLK 408,ENDEAVOUR PRIMARY SCHOOL,130.4224954,1.4545646,103.8171781
RIVERVALE ST BLK 135,NORTH SPRING PRIMARY SCHOOL,224.2885363,1.386881,103.903609
SERANGOON AVE 2 BLK 236A,YANGZHENG PRIMARY SCHOOL,586.5227819,1.3488247,103.8683225
SERANGOON CTRL DR BLK 255,ZHONGHUA PRIMARY SCHOOL,518.6712512,1.3596293,103.8694721
WOODLANDS AVE 6 BLK 626,WOODLANDS RING PRIMARY SCHOOL,302.3932215,1.4345519,103.7978994
WOODLANDS CRES BLK 788E,ADMIRALTY PRIMARY SCHOOL,287.9828617,1.4430452,103.8003087
WOODLANDS DR 14 BLK 503,WOODGROVE PRIMARY SCHOOL,141.6995339,1.4333246,103.7905773
WOODLANDS DR 14 BLK 527,WOODGROVE PRIMARY SCHOOL,240.779465,1.4333246,103.7905773
WOODLANDS DR 52 BLK 625B,WOODLANDS RING PRIMARY SCHOOL,265.1366694,1.4345519,103.7978994
WOODLANDS DR 53 BLK 554,WOODLANDS RING PRIMARY SCHOOL,309.1054597,1.4345519,103.7978994
WOODLANDS RING RD BLK 607,WOODLANDS RING PRIMARY SCHOOL,286.6400461,1.4345519,103.7978994
JELAPANG RD BLK 502,GREENRIDGE PRIMARY SCHOOL,227.6139734,1.3856591,103.7679301
CHOA CHU KANG AVE 3 BLK 472,CONCORD PRIMARY SCHOOL,204.6500769,1.380347,103.7363383
CHOA CHU KANG AVE 5 BLK 484C,CONCORD PRIMARY SCHOOL,523.8358064,1.380347,103.7363383
CHOA CHU KANG CRES BLK 675,UNITY PRIMARY SCHOOL,241.8076528,1.403245,103.74729
TOH GUAN RD BLK 265,YUHUA PRIMARY SCHOOL,482.2513381,1.3429774,103.7409109
JURONG WEST ST 52 BLK 517C,RULANG PRIMARY SCHOOL,248.5166674,1.34694,103.71896
JURONG WEST ST 61 BLK 644,JURONG WEST PRIMARY SCHOOL,305.9927244,1.339037,103.698854
CANBERRA RD BLK 311,SEMBAWANG PRIMARY SCHOOL,222.3901167,1.4453649,103.8210452
SEMBAWANG CL BLK 323,SEMBAWANG PRIMARY SCHOOL,322.8632522,1.4453649,103.8210452
SEMBAWANG DR BLK 313,SEMBAWANG PRIMARY SCHOOL,107.4040004,1.4453649,103.8210452
COMPASSVALE WALK BLK 235,SENG KANG PRIMARY SCHOOL,167.192807,1.3894174,103.8998085
RIVERVALE ST BLK 136,NORTH SPRING PRIMARY SCHOOL,254.917667,1.386881,103.903609
SERANGOON CTRL DR BLK 256,ZHONGHUA PRIMARY SCHOOL,534.0386638,1.3596293,103.8694721
SERANGOON CTRL DR BLK 258,ZHONGHUA PRIMARY SCHOOL,616.7009349,1.3596293,103.8694721
WOODLANDS DR 14 BLK 502A,WOODGROVE PRIMARY SCHOOL,84.2020492,1.4333246,103.7905773
WOODLANDS DR 14 BLK 511,WOODGROVE PRIMARY SCHOOL,202.7173616,1.4333246,103.7905773
WOODLANDS DR 14 BLK 512,WOODGROVE PRIMARY SCHOOL,224.2587961,1.4333246,103.7905773
WOODLANDS RING RD BLK 608,WOODLANDS RING PRIMARY SCHOOL,229.9869168,1.4345519,103.7978994
ANG MO KIO AVE 4 BLK 632,MAYFLOWER PRIMARY SCHOOL,444.5319543,1.376395,103.843181
BT BATOK ST 25 BLK 289E,KEMING PRIMARY SCHOOL,357.7148048,1.3454147,103.7562455
BT BATOK ST 25 BLK 289G,KEMING PRIMARY SCHOOL,301.1869467,1.3454147,103.7562455
JLN RUMAH TINGGI BLK 35,GAN ENG SENG PRIMARY SCHOOL,745.810654,1.2857625,103.8152625
JELAPANG RD BLK 501,GREENRIDGE PRIMARY SCHOOL,269.5887239,1.3856591,103.7679301
JELAPANG RD BLK 543,WEST VIEW PRIMARY SCHOOL,467.217865,1.3836602,103.7600278
CHOA CHU KANG AVE 5 BLK 484B,CONCORD PRIMARY SCHOOL,452.4244609,1.380347,103.7363383
CHOA CHU KANG AVE 5 BLK 484D,CONCORD PRIMARY SCHOOL,589.0178095,1.380347,103.7363383
CHOA CHU KANG CRES BLK 674,UNITY PRIMARY SCHOOL,187.6949734,1.403245,103.74729
TOH GUAN RD BLK 267,YUHUA PRIMARY SCHOOL,473.290228,1.3429774,103.7409109
TOH GUAN RD BLK 272,YUHUA PRIMARY SCHOOL,521.8520409,1.3429774,103.7409109
CORPORATION DR BLK 351,LAKESIDE PRIMARY SCHOOL,207.0826349,1.3384626,103.718147
SEMBAWANG CL BLK 319,SEMBAWANG PRIMARY SCHOOL,235.164318,1.4453649,103.8210452
SEMBAWANG CL BLK 320,SEMBAWANG PRIMARY SCHOOL,293.5902107,1.4453649,103.8210452
SEMBAWANG DR BLK 312,SEMBAWANG PRIMARY SCHOOL,98.08772288,1.4453649,103.8210452
RIVERVALE ST BLK 137,NORTH SPRING PRIMARY SCHOOL,270.7510958,1.386881,103.903609
RIVERVALE ST BLK 129,SENG KANG PRIMARY SCHOOL,314.4965327,1.3894174,103.8998085
RIVERVALE WALK BLK 104,NORTH SPRING PRIMARY SCHOOL,555.8733565,1.386881,103.903609
SERANGOON CTRL DR BLK 257,ZHONGHUA PRIMARY SCHOOL,553.1114863,1.3596293,103.8694721
WOODLANDS AVE 4 BLK 612,WOODLANDS RING PRIMARY SCHOOL,140.2544205,1.4345519,103.7978994
WOODLANDS AVE 4 BLK 617,WOODLANDS RING PRIMARY SCHOOL,255.7725727,1.4345519,103.7978994
WOODLANDS DR 14 BLK 502,WOODGROVE PRIMARY SCHOOL,134.8998597,1.4333246,103.7905773
WOODLANDS DR 14 BLK 510,WOODGROVE PRIMARY SCHOOL,235.9040617,1.4333246,103.7905773
WOODLANDS DR 14 BLK 515,WOODGROVE PRIMARY SCHOOL,164.2023917,1.4333246,103.7905773
WOODLANDS RING RD BLK 646,WOODLANDS RING PRIMARY SCHOOL,436.1015922,1.4345519,103.7978994
BT PANJANG RING RD BLK 545,WEST VIEW PRIMARY SCHOOL,438.8806789,1.3836602,103.7600278
JELAPANG RD BLK 534,GREENRIDGE PRIMARY SCHOOL,447.1140329,1.3856591,103.7679301
JELAPANG RD BLK 536,WEST VIEW PRIMARY SCHOOL,405.8530086,1.3836602,103.7600278
JELAPANG RD BLK 538,WEST VIEW PRIMARY SCHOOL,410.5885714,1.3836602,103.7600278
CHOA CHU KANG AVE 5 BLK 483,CONCORD PRIMARY SCHOOL,517.8203782,1.380347,103.7363383
CHOA CHU KANG CRES BLK 671A,UNITY PRIMARY SCHOOL,148.5685786,1.403245,103.74729
CHOA CHU KANG CRES BLK 676,UNITY PRIMARY SCHOOL,190.4395989,1.403245,103.74729
CHOA CHU KANG CRES BLK 676A,UNITY PRIMARY SCHOOL,153.0612831,1.403245,103.74729
HOUGANG ST 52 BLK 699B,YIO CHU KANG PRIMARY SCHOOL,329.7410241,1.3779984,103.8855819
UPP BOON KENG RD BLK 13,BENDEMEER PRIMARY SCHOOL,1040.547652,1.3221999,103.8650726
SEMBAWANG CL BLK 324,SEMBAWANG PRIMARY SCHOOL,362.5274537,1.4453649,103.8210452
SEMBAWANG DR BLK 314,SEMBAWANG PRIMARY SCHOOL,177.9148503,1.4453649,103.8210452
COMPASSVALE LANE BLK 206A,NORTH VISTA PRIMARY SCHOOL,427.4201213,1.3829986,103.8958357
COMPASSVALE WALK BLK 224D,SENG KANG PRIMARY SCHOOL,155.4244208,1.3894174,103.8998085
COMPASSVALE WALK BLK 233,SENG KANG PRIMARY SCHOOL,117.5774612,1.3894174,103.8998085
COMPASSVALE WALK BLK 229,SENG KANG PRIMARY SCHOOL,145.0618314,1.3894174,103.8998085
RIVERVALE ST BLK 139,NORTH SPRING PRIMARY SCHOOL,242.5155968,1.386881,103.903609
SERANGOON AVE 2 BLK 234A,ZHONGHUA PRIMARY SCHOOL,583.3590401,1.3596293,103.8694721
WOODLANDS CRES BLK 788B,ADMIRALTY PRIMARY SCHOOL,136.9090664,1.4430452,103.8003087
WOODLANDS DR 14 BLK 504,WOODGROVE PRIMARY SCHOOL,94.3762802,1.4333246,103.7905773
WOODLANDS DR 14 BLK 506,WOODGROVE PRIMARY SCHOOL,97.38876626,1.4333246,103.7905773
WOODLANDS DR 14 BLK 509,WOODGROVE PRIMARY SCHOOL,180.1185602,1.4333246,103.7905773
WOODLANDS DR 14 BLK 531,INNOVA PRIMARY SCHOOL,303.5920866,1.4293124,103.7906555
WOODLANDS DR 52 BLK 624A,WOODLANDS RING PRIMARY SCHOOL,199.0245052,1.4345519,103.7978994
WOODLANDS DR 52 BLK 625A,WOODLANDS RING PRIMARY SCHOOL,273.7080029,1.4345519,103.7978994
WOODLANDS DR 62 BLK 682A,GREENWOOD PRIMARY SCHOOL,145.3336331,1.43985,103.804609
WOODLANDS RING RD BLK 634,GREENWOOD PRIMARY SCHOOL,452.622714,1.43985,103.804609
WOODLANDS RING RD BLK 639,GREENWOOD PRIMARY SCHOOL,291.7323782,1.43985,103.804609
BT PANJANG RING RD BLK 533,WEST VIEW PRIMARY SCHOOL,433.1683321,1.3836602,103.7600278
BT PANJANG RING RD BLK 541,WEST VIEW PRIMARY SCHOOL,391.335692,1.3836602,103.7600278
GANGSA RD BLK 152,BUKIT PANJANG PRIMARY SCHOOL,432.0127284,1.3735964,103.7695266
JELAPANG RD BLK 540,WEST VIEW PRIMARY SCHOOL,401.6825334,1.3836602,103.7600278
JELAPANG RD BLK 542,WEST VIEW PRIMARY SCHOOL,440.2360647,1.3836602,103.7600278
JELAPANG RD BLK 544,WEST VIEW PRIMARY SCHOOL,486.4074577,1.3836602,103.7600278
PETIR RD BLK 167,ZHENGHUA PRIMARY SCHOOL,545.3851208,1.380259,103.7689051
CHOA CHU KANG AVE 5 BLK 484,CONCORD PRIMARY SCHOOL,448.4710637,1.380347,103.7363383
CHOA CHU KANG AVE 5 BLK 485,CHUA CHU KANG PRIMARY SCHOOL,596.7976999,1.3778193,103.7423121
CHOA CHU KANG AVE 5 BLK 485B,CHUA CHU KANG PRIMARY SCHOOL,540.3742521,1.3778193,103.7423121
CHOA CHU KANG CRES BLK 670,UNITY PRIMARY SCHOOL,59.53140265,1.403245,103.74729
HOUGANG AVE 9 BLK 953,HOUGANG PRIMARY SCHOOL,418.1826786,1.3780264,103.8808703
HOUGANG ST 91 BLK 956,HOUGANG PRIMARY SCHOOL,267.7333549,1.3780264,103.8808703
UPP BOON KENG RD BLK 14A,BENDEMEER PRIMARY SCHOOL,972.1187451,1.3221999,103.8650726
CANBERRA RD BLK 306,SEMBAWANG PRIMARY SCHOOL,154.3497828,1.4453649,103.8210452
COMPASSVALE WALK BLK 230,SENG KANG PRIMARY SCHOOL,189.7890414,1.3894174,103.8998085
COMPASSVALE WALK BLK 231,SENG KANG PRIMARY SCHOOL,176.6342227,1.3894174,103.8998085
COMPASSVALE WALK BLK 232,SENG KANG PRIMARY SCHOOL,164.4907299,1.3894174,103.8998085
RIVERVALE DR BLK 124,NORTH SPRING PRIMARY SCHOOL,208.3462828,1.386881,103.903609
RIVERVALE DR BLK 124B,NORTH SPRING PRIMARY SCHOOL,182.0617859,1.386881,103.903609
RIVERVALE DR BLK 124C,NORTH SPRING PRIMARY SCHOOL,122.3080364,1.386881,103.903609
RIVERVALE ST BLK 126,SENG KANG PRIMARY SCHOOL,279.9703433,1.3894174,103.8998085
RIVERVALE ST BLK 141,NORTH SPRING PRIMARY SCHOOL,286.6840821,1.386881,103.903609
LOR 4 TOA PAYOH BLK 56,KHENG CHENG SCHOOL,292.4365085,1.337666,103.847796
WOODLANDS CRES BLK 788C,ADMIRALTY PRIMARY SCHOOL,205.5775951,1.4430452,103.8003087
WOODLANDS DR 14 BLK 508,WOODGROVE PRIMARY SCHOOL,132.0325247,1.4333246,103.7905773
WOODLANDS DR 14 BLK 513,WOODGROVE PRIMARY SCHOOL,132.9428537,1.4333246,103.7905773
WOODLANDS DR 14 BLK 514,WOODGROVE PRIMARY SCHOOL,171.0269458,1.4333246,103.7905773
WOODLANDS DR 14 BLK 516,WOODGROVE PRIMARY SCHOOL,159.6104792,1.4333246,103.7905773
WOODLANDS DR 14 BLK 530,WOODGROVE PRIMARY SCHOOL,349.5296198,1.4333246,103.7905773
WOODLANDS DR 14 BLK 532,INNOVA PRIMARY SCHOOL,250.5436519,1.4293124,103.7906555
WOODLANDS DR 14 BLK 533,INNOVA PRIMARY SCHOOL,210.8527014,1.4293124,103.7906555
WOODLANDS DR 14 BLK 534,INNOVA PRIMARY SCHOOL,189.6638618,1.4293124,103.7906555
WOODLANDS DR 14 BLK 535,INNOVA PRIMARY SCHOOL,259.3068635,1.4293124,103.7906555
WOODLANDS DR 52 BLK 624B,WOODLANDS RING PRIMARY SCHOOL,215.5333668,1.4345519,103.7978994
WOODLANDS RING RD BLK 638,GREENWOOD PRIMARY SCHOOL,334.0495329,1.43985,103.804609
WOODLANDS RING RD BLK 640,GREENWOOD PRIMARY SCHOOL,310.9918808,1.43985,103.804609
BT BATOK ST 25 BLK 288F,KEMING PRIMARY SCHOOL,232.4447311,1.3454147,103.7562455
JLN RUMAH TINGGI BLK 36,GAN ENG SENG PRIMARY SCHOOL,773.746263,1.2857625,103.8152625
BT PANJANG RING RD BLK 535,WEST VIEW PRIMARY SCHOOL,381.1992857,1.3836602,103.7600278
BT PANJANG RING RD BLK 537,WEST VIEW PRIMARY SCHOOL,343.1181979,1.3836602,103.7600278
PETIR RD BLK 168,ZHENGHUA PRIMARY SCHOOL,570.2603889,1.380259,103.7689051
SENJA RD BLK 605,WEST VIEW PRIMARY SCHOOL,373.3683047,1.3836602,103.7600278
CHOA CHU KANG AVE 2 BLK 296,CHUA CHU KANG PRIMARY SCHOOL,178.2371185,1.3778193,103.7423121
CHOA CHU KANG AVE 2 BLK 296A,CHUA CHU KANG PRIMARY SCHOOL,179.5142994,1.3778193,103.7423121
CHOA CHU KANG AVE 2 BLK 296E,CHUA CHU KANG PRIMARY SCHOOL,131.5768103,1.3778193,103.7423121
CHOA CHU KANG AVE 5 BLK 485A,CHUA CHU KANG PRIMARY SCHOOL,569.5124266,1.3778193,103.7423121
CHOA CHU KANG AVE 5 BLK 485C,CHUA CHU KANG PRIMARY SCHOOL,510.7308638,1.3778193,103.7423121
CHOA CHU KANG AVE 5 BLK 485D,CHUA CHU KANG PRIMARY SCHOOL,468.0189275,1.3778193,103.7423121
CHOA CHU KANG AVE 5 BLK 486,CHUA CHU KANG PRIMARY SCHOOL,510.2884322,1.3778193,103.7423121
CHOA CHU KANG CRES BLK 670A,UNITY PRIMARY SCHOOL,74.91194586,1.403245,103.74729
CHOA CHU KANG CRES BLK 673A,UNITY PRIMARY SCHOOL,225.4496095,1.403245,103.74729
HOUGANG AVE 9 BLK 951,HOUGANG PRIMARY SCHOOL,391.4556293,1.3780264,103.8808703
HOUGANG ST 91 BLK 957,HOUGANG PRIMARY SCHOOL,235.5944781,1.3780264,103.8808703
JURONG WEST ST 61 BLK 642,JURONG WEST PRIMARY SCHOOL,361.2161852,1.339037,103.698854
JURONG WEST ST 65 BLK 607,FRONTIER PRIMARY SCHOOL,139.4410388,1.336843,103.6997742
SEMBAWANG CRES BLK 336,CANBERRA PRIMARY SCHOOL,450.1239193,1.450997,103.8155405
COMPASSVALE LANE BLK 205A,NORTH VISTA PRIMARY SCHOOL,352.6927276,1.3829986,103.8958357
COMPASSVALE LANE BLK 206C,SENG KANG PRIMARY SCHOOL,384.4236162,1.3894174,103.8998085
COMPASSVALE WALK BLK 224A,SENG KANG PRIMARY SCHOOL,255.8977138,1.3894174,103.8998085
COMPASSVALE WALK BLK 236,SENG KANG PRIMARY SCHOOL,125.6819057,1.3894174,103.8998085
COMPASSVALE WALK BLK 239,SENG KANG PRIMARY SCHOOL,267.4704667,1.3894174,103.8998085
COMPASSVALE WALK BLK 240,SENG KANG PRIMARY SCHOOL,264.9763491,1.3894174,103.8998085
COMPASSVALE WALK BLK 225A,SENG KANG PRIMARY SCHOOL,230.6875166,1.3894174,103.8998085
RIVERVALE DR BLK 123D,NORTH SPRING PRIMARY SCHOOL,158.6235301,1.386881,103.903609
RIVERVALE ST BLK 133,NORTH SPRING PRIMARY SCHOOL,204.2613504,1.386881,103.903609
RIVERVALE ST BLK 130,NORTH SPRING PRIMARY SCHOOL,293.0969926,1.386881,103.903609
RIVERVALE ST BLK 132,NORTH SPRING PRIMARY SCHOOL,354.9868118,1.386881,103.903609
RIVERVALE WALK BLK 105,NORTH VISTA PRIMARY SCHOOL,548.9696918,1.3829986,103.8958357
LOR 1 TOA PAYOH BLK 153A,CHIJ PRIMARY (TOA PAYOH),307.7027103,1.3328178,103.8426717
WOODLANDS AVE 4 BLK 613,WOODLANDS RING PRIMARY SCHOOL,106.3131485,1.4345519,103.7978994
WOODLANDS AVE 4 BLK 615,WOODLANDS RING PRIMARY SCHOOL,127.029713,1.4345519,103.7978994
WOODLANDS AVE 4 BLK 618,WOODLANDS RING PRIMARY SCHOOL,169.4058215,1.4345519,103.7978994
WOODLANDS DR 14 BLK 505,WOODGROVE PRIMARY SCHOOL,146.9987212,1.4333246,103.7905773
WOODLANDS DR 14 BLK 507,WOODGROVE PRIMARY SCHOOL,166.4109561,1.4333246,103.7905773
WOODLANDS DR 14 BLK 529,WOODGROVE PRIMARY SCHOOL,317.5091751,1.4333246,103.7905773
WOODLANDS DR 52 BLK 619,WOODLANDS RING PRIMARY SCHOOL,131.5152709,1.4345519,103.7978994
WOODLANDS DR 53 BLK 556,WOODLANDS RING PRIMARY SCHOOL,285.640637,1.4345519,103.7978994
WOODLANDS RING RD BLK 633,WOODLANDS RING PRIMARY SCHOOL,520.163863,1.4345519,103.7978994
GANGSA RD BLK 153,BUKIT PANJANG PRIMARY SCHOOL,492.7801351,1.3735964,103.7695266
GANGSA RD BLK 155,BUKIT PANJANG PRIMARY SCHOOL,538.9005474,1.3735964,103.7695266
GANGSA RD BLK 163,BUKIT PANJANG PRIMARY SCHOOL,635.28333,1.3735964,103.7695266
GANGSA RD BLK 165,ZHENGHUA PRIMARY SCHOOL,564.9477137,1.380259,103.7689051
GANGSA RD BLK 166,ZHENGHUA PRIMARY SCHOOL,497.7125345,1.380259,103.7689051
SENJA RD BLK 601,WEST VIEW PRIMARY SCHOOL,331.2789996,1.3836602,103.7600278
SENJA RD BLK 603,WEST VIEW PRIMARY SCHOOL,327.9954743,1.3836602,103.7600278
CHOA CHU KANG AVE 2 BLK 296B,CHUA CHU KANG PRIMARY SCHOOL,138.9758482,1.3778193,103.7423121
CHOA CHU KANG CRES BLK 672,UNITY PRIMARY SCHOOL,122.1099361,1.403245,103.74729
HOUGANG ST 61 BLK 698A,MONTFORT JUNIOR SCHOOL,298.9809208,1.373864,103.889614
HOUGANG ST 91 BLK 958,HOUGANG PRIMARY SCHOOL,203.1510183,1.3780264,103.8808703
UPP BOON KENG RD BLK 14,BENDEMEER PRIMARY SCHOOL,988.4907308,1.3221999,103.8650726
SEMBAWANG CL BLK 335,CANBERRA PRIMARY SCHOOL,428.9748325,1.450997,103.8155405
SEMBAWANG CRES BLK 338,CANBERRA PRIMARY SCHOOL,592.1469928,1.450997,103.8155405
COMPASSVALE WALK BLK 241,SENG KANG PRIMARY SCHOOL,230.2455975,1.3894174,103.8998085
RIVERVALE CRES BLK 149,RIVERVALE PRIMARY SCHOOL,214.2174087,1.393196,103.904383
RIVERVALE DR BLK 123E,NORTH SPRING PRIMARY SCHOOL,100.4443982,1.386881,103.903609
RIVERVALE DR BLK 124A,NORTH SPRING PRIMARY SCHOOL,230.4117295,1.386881,103.903609
RIVERVALE ST BLK 134,NORTH SPRING PRIMARY SCHOOL,173.2111312,1.386881,103.903609
RIVERVALE WALK BLK 107,NORTH VISTA PRIMARY SCHOOL,497.10462,1.3829986,103.8958357
RIVERVALE WALK BLK 103,NORTH SPRING PRIMARY SCHOOL,507.7254586,1.386881,103.903609
LOR 4 TOA PAYOH BLK 58,KHENG CHENG SCHOOL,317.0929564,1.337666,103.847796
WOODLANDS AVE 4 BLK 614,WOODLANDS RING PRIMARY SCHOOL,168.673052,1.4345519,103.7978994
WOODLANDS CRES BLK 788D,ADMIRALTY PRIMARY SCHOOL,251.7311561,1.4430452,103.8003087
WOODLANDS DR 14 BLK 536,WOODGROVE PRIMARY SCHOOL,246.1716745,1.4333246,103.7905773
WOODLANDS RING RD BLK 632,WOODLANDS RING PRIMARY SCHOOL,455.8418855,1.4345519,103.7978994
BT PANJANG RING RD BLK 539,WEST VIEW PRIMARY SCHOOL,353.8096659,1.3836602,103.7600278
CHOA CHU KANG CRES BLK 677,UNITY PRIMARY SCHOOL,294.1285462,1.403245,103.74729
CHOA CHU KANG CRES BLK 679,UNITY PRIMARY SCHOOL,294.8178841,1.403245,103.74729
CHOA CHU KANG CRES BLK 681,UNITY PRIMARY SCHOOL,196.8165176,1.403245,103.74729
CHOA CHU KANG CRES BLK 682,UNITY PRIMARY SCHOOL,215.0492336,1.403245,103.74729
HOUGANG AVE 9 BLK 952,ROSYTH SCHOOL,427.3244648,1.3729086,103.8746431
HOUGANG AVE 9 BLK 955,HOUGANG PRIMARY SCHOOL,340.4471047,1.3780264,103.8808703
